,Company Name,Continent,Country,Visit ID,Visitor ID,Channel Group,Channel Medium,User Identification,Visit Date,Visit Start Time,Time on Site,Visits,Hits,Page Views,Event_buttonclick,Downloads,Video Views,Web Pages
1970,,AS,Tajikistan,9280590917,70492335143754,Direct,None,Known Visitior,2023-11-10,00:23:09,54,4,6,1,4,1,0,fakepage.co.uk/main
1971,,EU,Iceland,5235403381,46462746539561,Organic Search,Bing,Known Visitior,2023-09-19,09:50:03,47,7,11,8,3,0,0,fakepage.co.uk/main
1972,Johnson-Hayes,AS,United Arab Emirates,3656446570,19234834975140,Direct,None,IP Address,2023-10-11,07:15:27,44,1,2,1,1,0,0,fakepage.co.uk/aboutus
1973,,EU,Andorra,3632448326,51668578646119,Paid Search,Google,Known Visitior,2023-05-16,10:56:53,111,3,5,1,2,1,1,fakepage.co.uk/main
1974,Lawrence-Benton,EU,North Macedonia,7049926118,40465338853686,Paid Search,Google,IP Address,2023-08-11,17:37:07,133,1,2,1,1,0,0,fakepage.co.uk/aboutus
1975,Byrd-Rodriguez,AS,Tajikistan,2040018358,93876697091829,Organic Search,Google,Known Visitior,2023-09-30,22:38:41,15,2,4,1,3,0,0,fakepage.co.uk/products
1976,Sanders-West,NA,"Virgin Islands, British",3670210568,96015216061996,Paid Search,Google,Known Visitior,2023-07-22,20:07:32,93,3,6,1,4,1,0,fakepage.co.uk/products
1977,,EU,Netherlands,8397734115,79228320125968,Paid Search,Google,Known Visitior,2023-09-09,06:17:00,89,2,3,1,2,0,0,fakepage.co.uk/main
1978,"Kelley, Church and Graham",EU,Ireland,0609254281,47445867719796,Referral,Otherwebsite_placeholder,IP Address,2023-07-20,19:26:48,278,1,2,1,1,0,0,fakepage.co.uk/boom
1979,,EU,Greece,3872994206,16767437447705,Email,Promo-Campaign,Marketo,2023-08-10,08:23:02,130,8,13,10,2,1,0,fakepage.co.uk/main
1980,Andrews PLC,NA,Anguilla,3880961431,10038051033308,Paid Search,Bing,Known Visitior,2023-12-23,16:19:24,62,17,32,4,26,2,0,fakepage.co.uk/main
1981,Chase-Mcdonald,NA,"Virgin Islands, U.S.",9797111680,75798996026284,Direct,None,Known Visitior,2023-02-27,18:56:45,212,7,10,8,2,0,0,fakepage.co.uk/main
1982,Frank Group,EU,Hungary,2604999465,33437605346525,Paid Search,Google,IP Address,2023-07-05,03:27:46,133,1,2,1,1,0,0,fakepage.co.uk/products
1983,Morgan-Moore,AS,Sri Lanka,4331799446,98242726305396,Paid Search,Google,Known Visitior,2023-06-06,02:32:24,79,2,4,1,2,1,0,fakepage.co.uk/main
1984,,EU,Portugal,0369286157,83393033490010,Organic Search,Bing,IP Address,2023-09-10,02:01:02,125,1,2,1,1,0,0,fakepage.co.uk/products
1985,"Gonzalez, Blair and Bailey",EU,San Marino,5389312706,33190195832050,Paid Search,Google,Known Visitior,2023-04-05,07:09:07,15,10,18,5,10,1,2,fakepage.co.uk/boom
1986,"Ali, Martin and Cummings",AS,Afghanistan,3171369140,86098998734267,Paid Search,Bing,Known Visitior,2023-08-31,19:41:13,84,12,24,8,11,2,1,fakepage.co.uk/products
1987,,EU,Albania,2262126459,29180812838600,Referral,Otherwebsite_placeholder,IP Address,2023-10-03,19:34:56,76,1,2,1,1,0,0,fakepage.co.uk/aboutus
1988,,EU,Serbia,0966357932,09021480834818,Paid Search,Google,IP Address,2023-03-19,05:37:17,53,1,2,1,1,0,0,fakepage.co.uk/products
1989,Coleman-Booth,EU,Malta,6111819495,23718922769384,Paid Search,Google,Marketo,2023-11-13,16:41:22,59,2,4,1,3,0,0,fakepage.co.uk/products
1990,"Jimenez, Garcia and Miller",NA,"Virgin Islands, British",7413252512,69730515202113,Direct,None,Known Visitior,2023-12-09,17:04:25,23,6,12,4,8,0,0,fakepage.co.uk/main
1991,"Obrien, Garcia and Fuentes",NA,Costa Rica,6071756200,92590472009716,Direct,None,Marketo,2023-10-23,06:23:39,67,2,3,1,2,0,0,fakepage.co.uk/products
1992,,EU,Åland Islands,9789249444,30287644406185,Paid Search,Bing,IP Address,2023-10-12,21:40:58,15,1,2,1,1,0,0,fakepage.co.uk/main
1993,Kemp Ltd,AS,Kyrgyzstan,4273445249,51328119950935,Referral,Partner-site,Known Visitior,2023-07-09,05:38:36,15,3,5,1,3,1,0,fakepage.co.uk/main
1994,Melendez-Guzman,EU,Greece,7982831940,77597033312841,Paid Search,Google,Known Visitior,2023-11-09,07:42:07,92,6,9,1,6,2,0,fakepage.co.uk/main
1995,Santiago-Roberts,NA,Bermuda,1046286261,40539305255354,Paid Search,Google,IP Address,2023-04-21,09:35:23,15,1,2,1,1,0,0,fakepage.co.uk/main
1996,"Richardson, Chapman and Price",EU,Faroe Islands,6553838520,51485326041008,Paid Search,Google,IP Address,2023-10-20,20:55:26,110,1,2,1,1,0,0,fakepage.co.uk/boom
1997,Kelley-Cantu,NA,Mexico,6508631219,80285908088592,Paid Search,Google,IP Address,2023-09-01,19:38:59,117,1,2,1,1,0,0,fakepage.co.uk/main
1998,,NA,Bermuda,7789327282,47625680855176,Paid Search,Google,IP Address,2023-09-09,18:34:41,172,1,2,1,1,0,0,fakepage.co.uk/main
1999,"Arnold, Wright and Gibson",AS,Mongolia,9284473363,61534372685188,Email,Newsletter,IP Address,2023-06-28,01:49:54,47,1,2,1,1,0,0,fakepage.co.uk/products
2000,"Frederick, Garcia and Davis",AS,China,0782717303,90229178896949,Referral,Otherwebsite_placeholder,IP Address,2023-10-02,16:01:07,15,1,2,1,1,0,0,fakepage.co.uk/main
2001,Walton-Anthony,NA,Antigua and Barbuda,0936318238,35196175596973,Paid Search,Google,Known Visitior,2023-08-12,04:13:02,70,12,23,11,12,0,0,fakepage.co.uk/aboutus
2002,Lawrence-Perez,EU,Belgium,5723635030,98572974858041,Paid Search,Google,IP Address,2023-08-29,23:21:10,156,1,2,1,1,0,0,fakepage.co.uk/products
2003,Wilson-Miller,AS,Afghanistan,7555211025,84462960408651,Direct,None,Known Visitior,2023-10-03,08:08:15,15,6,11,5,3,3,0,fakepage.co.uk/main
2004,,NA,"Virgin Islands, British",7791337395,63714719426969,Organic Search,Google,IP Address,2023-09-23,07:22:13,163,1,2,1,1,0,0,fakepage.co.uk/products
2005,"Marsh, Carter and Perkins",EU,Bosnia and Herzegovina,8077265911,22396485573284,Email,Targeted Ad,Known Visitior,2023-01-01,06:56:17,94,23,45,10,23,3,3,fakepage.co.uk/products
2006,Bridges-Vance,EU,Monaco,1430644693,53070615036496,Paid Search,Google,Known Visitior,2023-07-19,01:57:21,117,6,10,4,4,2,0,fakepage.co.uk/main
2007,"Garcia, Hatfield and Moreno",AS,"Taiwan, Province of China",3143576403,13569519717687,Paid Search,Google,IP Address,2023-08-03,19:10:03,59,1,2,1,1,0,0,fakepage.co.uk/boom
2008,,EU,Portugal,3178315056,56345814935985,Direct,None,IP Address,2023-11-17,17:19:08,76,1,2,1,1,0,0,fakepage.co.uk/main
2009,Lopez Ltd,EU,Croatia,9178966159,48261693647795,Referral,Otherwebsite_placeholder,IP Address,2023-11-13,18:57:55,15,1,2,1,1,0,0,fakepage.co.uk/products
2010,Craig-Gamble,EU,Czechia,8424932465,81899434036227,Organic Search,Google,IP Address,2023-02-21,17:46:11,111,1,2,1,1,0,0,fakepage.co.uk/main
2011,Gonzalez Ltd,AS,Cocos (Keeling) Islands,7150612678,25149856717030,Paid Search,Bing,Marketo,2023-12-07,04:47:45,105,4,5,1,3,1,0,fakepage.co.uk/products
2012,"Tyler, Thomas and Davis",EU,Faroe Islands,2942007486,57495525021341,Paid Search,Google,IP Address,2023-05-03,12:49:41,118,1,2,1,1,0,0,fakepage.co.uk/products
2013,"Jones, Lopez and Knapp",EU,Romania,2875560218,49483779314092,Organic Search,Google,Known Visitior,2023-08-24,00:39:40,113,4,5,1,3,1,0,fakepage.co.uk/products
2014,Sanchez LLC,NA,Cuba,1989247281,10292114073405,Organic Search,Google,Known Visitior,2023-10-13,14:44:17,69,2,4,1,3,0,0,fakepage.co.uk/aboutus
2015,,EU,Spain,1514933890,96196641929296,Direct,None,Known Visitior,2023-08-19,20:49:32,15,32,52,5,26,1,4,fakepage.co.uk/main
2016,Hawkins-Chang,EU,Serbia,1216666256,29547193344937,Organic Search,Google,IP Address,2023-04-15,06:29:39,15,1,2,1,1,0,0,fakepage.co.uk/main
2017,Allen-Steele,NA,Cayman Islands,2254910195,15617327386751,Paid Search,Bing,Known Visitior,2023-10-14,01:50:27,31,3,5,1,3,1,0,fakepage.co.uk/main
2018,"Campbell, Keller and Mccoy",EU,Luxembourg,0943205823,70541162020132,Paid Search,Google,IP Address,2023-08-11,16:02:10,33,1,2,1,1,0,0,fakepage.co.uk/aboutus
2019,Friedman Ltd,NA,Turks and Caicos Islands,3455053240,63463648947704,Organic Search,Google,IP Address,2023-02-09,19:03:04,60,1,2,1,1,0,0,fakepage.co.uk/products
2020,Cunningham Ltd,EU,Albania,7649348746,38908406322195,Direct,None,Known Visitior,2023-02-02,20:32:26,51,15,20,9,11,0,0,fakepage.co.uk/aboutus
2021,,EU,Czechia,9337721652,75802858966437,Paid Search,Google,IP Address,2023-07-07,20:47:23,125,1,2,1,1,0,0,fakepage.co.uk/boom
2022,Oliver-Perez,NA,Saint Lucia,2610187663,06391875389777,Paid Search,Google,IP Address,2023-10-23,18:57:25,19,1,2,1,1,0,0,fakepage.co.uk/main
2023,Simmons-Jones,EU,Italy,4669756174,10373717289129,Organic Search,Bing,Known Visitior,2023-10-24,15:13:22,66,58,84,5,24,3,4,fakepage.co.uk/products
2024,Scott Inc,EU,Monaco,9181506844,26400484616348,Referral,Partner-site,Known Visitior,2023-04-29,09:07:00,103,6,10,6,2,1,1,fakepage.co.uk/aboutus
2025,,NA,Dominican Republic,7286146866,82539133199497,Paid Search,Bing,IP Address,2023-10-05,04:06:29,145,1,2,1,1,0,0,fakepage.co.uk/aboutus
2026,"Kim, Joseph and Patterson",NA,Trinidad and Tobago,9378051508,81080892872825,Paid Search,Google,Known Visitior,2023-04-30,00:35:59,188,2,4,1,3,0,0,fakepage.co.uk/main
2027,"Farrell, Smith and Larson",AS,United Arab Emirates,3994479866,40332213093276,Email,Newsletter,Known Visitior,2023-08-19,19:09:07,68,2,3,1,2,0,0,fakepage.co.uk/products
2028,Snyder and Sons,AS,Armenia,0938801864,11356544020407,Direct,None,Known Visitior,2023-05-21,00:36:57,147,3,6,1,3,1,1,fakepage.co.uk/main
2029,"Cross, Holt and Kramer",NA,Guadeloupe,3758066353,67406644140414,Paid Search,Google,Marketo,2023-01-25,18:31:03,94,6,10,5,5,0,0,fakepage.co.uk/main
2030,Edwards and Sons,NA,"Bonaire, Sint Eustatius and Saba",3125942161,65661795654742,Direct,None,Marketo,2023-05-10,20:39:40,27,22,33,5,23,1,1,fakepage.co.uk/aboutus
2031,Jones-Barr,EU,Finland,7354959540,73818949576452,Organic Search,Google,Known Visitior,2023-08-21,05:51:08,75,2,3,1,2,0,0,fakepage.co.uk/main
2032,Myers-Hansen,EU,Austria,6224963711,95817384546854,Direct,None,Known Visitior,2023-08-11,07:49:45,77,7,14,5,2,1,4,fakepage.co.uk/aboutus
2033,,AS,Cambodia,1564294949,80801292061116,Paid Search,Google,IP Address,2023-04-26,22:24:41,37,1,2,1,1,0,0,fakepage.co.uk/aboutus
2034,"Mcintyre, Gonzalez and Roberts",EU,Estonia,4860103935,54295844401173,Email,Promo-Campaign,Marketo,2023-02-03,12:33:38,38,6,10,9,1,0,0,fakepage.co.uk/boom
2035,,EU,Serbia,1375144539,98045201920524,Email,Promo-Campaign,Marketo,2023-10-18,06:14:35,58,2,4,1,3,0,0,fakepage.co.uk/boom
2036,Oneill-Brown,NA,Saint Lucia,3110744302,63302894066936,Paid Search,Google,Known Visitior,2023-06-15,16:34:52,226,5,9,1,5,1,2,fakepage.co.uk/main
2037,Walton-Briggs,EU,Malta,2696851697,20627652492265,Paid Search,Google,Known Visitior,2023-12-31,05:26:00,62,35,63,7,26,2,1,fakepage.co.uk/products
2038,Prince Group,EU,Liechtenstein,2234821956,74267983808674,Email,Promo-Campaign,Marketo,2023-09-19,20:11:06,87,2,3,1,2,0,0,fakepage.co.uk/main
2039,Smith-Ortiz,EU,Svalbard and Jan Mayen,2321152606,35910412920449,Organic Search,Bing,Marketo,2023-01-24,20:27:11,86,8,15,10,4,1,0,fakepage.co.uk/aboutus
2040,"York, Bell and Aguilar",EU,Belgium,8090248478,56436271518075,Email,Promo-Campaign,Marketo,2023-06-24,02:17:19,70,10,20,7,12,1,0,fakepage.co.uk/boom
2041,Martin-Butler,EU,Bosnia and Herzegovina,8683541685,01321328845534,Email,Targeted Ad,Known Visitior,2023-08-30,14:57:20,136,15,26,11,15,0,0,fakepage.co.uk/main
2042,,EU,Malta,6319396232,31524172122873,Paid Search,Bing,Known Visitior,2023-05-22,16:07:57,188,4,7,1,6,0,0,fakepage.co.uk/main
2043,Chandler-Martin,AS,Iraq,4704686422,37001528204399,Email,Promo-Campaign,Known Visitior,2023-06-16,09:00:51,76,5,6,1,4,1,0,fakepage.co.uk/products
2044,Marshall Group,EU,Belarus,5480710710,18369368677258,Organic Search,Google,Marketo,2023-04-08,02:23:12,175,2,4,1,2,1,0,fakepage.co.uk/products
2045,Spencer-Peters,EU,Faroe Islands,0976490644,42508984245030,Email,Newsletter,IP Address,2023-07-25,17:27:02,47,1,2,1,1,0,0,fakepage.co.uk/products
2046,,EU,Romania,5235744726,57484094596668,Direct,None,IP Address,2023-09-30,20:42:18,55,1,2,1,1,0,0,fakepage.co.uk/main
2047,,EU,Slovenia,1376449780,29883859212323,Direct,None,IP Address,2023-05-14,15:11:47,36,1,2,1,1,0,0,fakepage.co.uk/aboutus
2048,Lyons Ltd,NA,Dominica,5361625996,11111656451848,Email,Targeted Ad,IP Address,2023-12-29,14:02:44,117,1,2,1,1,0,0,fakepage.co.uk/main
2049,Morris-Camacho,EU,Poland,6690200470,45241003552730,Paid Search,Google,Known Visitior,2023-12-28,10:06:59,138,2,3,1,2,0,0,fakepage.co.uk/main
2050,Horn and Sons,AS,Lebanon,0830916155,83615427595006,Organic Search,Google,Marketo,2023-12-09,07:02:29,111,4,8,1,2,3,2,fakepage.co.uk/main
2051,"Jones, Henderson and Harris",EU,United Kingdom,6348191726,32351563090837,Email,Promo-Campaign,Known Visitior,2023-02-22,12:30:53,81,2,3,1,2,0,0,fakepage.co.uk/products
2052,Carter Inc,EU,Monaco,5474982354,67530431765796,Email,Newsletter,Known Visitior,2023-05-28,04:33:14,63,7,14,5,8,1,0,fakepage.co.uk/products
2053,,NA,"Virgin Islands, British",9452905072,43511977068867,Organic Search,Bing,IP Address,2023-01-18,02:49:03,42,1,2,1,1,0,0,fakepage.co.uk/products
2054,Perez-Kirk,EU,Croatia,9629050446,92265849402043,Organic Search,Google,IP Address,2023-09-30,22:23:57,36,1,2,1,1,0,0,fakepage.co.uk/main
2055,Mullins-Gomez,EU,Serbia,6146775937,10315259961196,Paid Search,Google,Known Visitior,2023-02-02,22:21:32,117,46,49,9,15,2,2,fakepage.co.uk/products
2056,Sanders-Ingram,EU,San Marino,2724166062,43295530303614,Paid Search,Google,Known Visitior,2023-07-29,22:41:23,127,8,16,7,3,3,3,fakepage.co.uk/main
2057,Charles Group,NA,Grenada,5680378922,72971896939542,Organic Search,Google,IP Address,2023-08-25,15:57:26,74,1,2,1,1,0,0,fakepage.co.uk/main
2058,,AS,Qatar,6829695539,82031291688567,Email,Newsletter,IP Address,2023-01-23,21:38:23,74,1,2,1,1,0,0,fakepage.co.uk/products
2059,Ortiz Group,EU,Russian Federation,3976670724,19233228757757,Paid Search,Google,Known Visitior,2023-08-17,01:16:19,207,2,4,1,2,1,0,fakepage.co.uk/products
2060,"Randolph, Diaz and Berry",EU,Belarus,1530237218,69182468212551,Paid Search,Google,Known Visitior,2023-03-26,04:00:35,106,6,9,1,4,3,1,fakepage.co.uk/main
2061,,AS,Sri Lanka,7965150728,77515504969410,Organic Search,Google,IP Address,2023-06-16,05:19:04,75,1,2,1,1,0,0,fakepage.co.uk/products
2062,Martinez-Steele,EU,San Marino,7824373314,39873656593988,Paid Search,Google,IP Address,2023-07-21,01:55:32,90,1,2,1,1,0,0,fakepage.co.uk/main
2063,Curtis-Webster,EU,Andorra,3235501368,58554638157406,Organic Social,LinkedIn,Known Visitior,2023-03-04,15:36:44,15,4,8,1,6,1,0,fakepage.co.uk/aboutus
2064,Galloway-Mclean,EU,Jersey,8270246541,21322739973061,Paid Search,Google,Known Visitior,2023-06-16,21:17:36,88,2,3,1,2,0,0,fakepage.co.uk/main
2065,"Blanchard, Hernandez and Robertson",EU,Estonia,0872346287,63588660101767,Direct,None,Known Visitior,2023-08-25,06:19:55,184,74,108,4,63,1,2,fakepage.co.uk/aboutus
2066,Thomas-Maxwell,EU,San Marino,0896657568,26359990026499,Paid Search,Google,IP Address,2023-06-09,07:26:56,38,1,2,1,1,0,0,fakepage.co.uk/main
2067,,EU,Åland Islands,8278353337,42029872553130,Direct,None,IP Address,2023-11-12,13:47:59,28,1,2,1,1,0,0,fakepage.co.uk/main
2068,,NA,El Salvador,1973065590,46703590797981,Direct,None,IP Address,2023-09-11,17:35:17,74,1,2,1,1,0,0,fakepage.co.uk/products
2069,"Jimenez, Pierce and Freeman",AS,Pakistan,0318611099,77392362755773,Paid Search,Google,Known Visitior,2023-12-27,21:54:06,15,8,14,2,10,1,1,fakepage.co.uk/main
2070,,EU,Russian Federation,5580290015,99898960565476,Organic Social,Twitter,Known Visitior,2023-10-02,11:51:34,84,43,59,12,31,2,2,fakepage.co.uk/products
2071,Boyd Inc,EU,Russian Federation,2109332532,80610772100765,Paid Search,Google,IP Address,2023-07-23,22:07:14,44,1,2,1,1,0,0,fakepage.co.uk/products
2072,,NA,"Virgin Islands, U.S.",5227712205,66852472324800,Direct,None,Marketo,2023-08-21,15:15:01,75,31,42,13,11,1,3,fakepage.co.uk/main
2073,,NA,Montserrat,8786954212,91560463612300,Direct,None,IP Address,2023-12-18,13:01:39,47,1,2,1,1,0,0,fakepage.co.uk/main
2074,Gonzalez-Walker,EU,Belarus,2395875047,05606805788661,Direct,None,IP Address,2023-07-18,09:52:55,15,1,2,1,1,0,0,fakepage.co.uk/main
2075,,AS,"Iran, Islamic Republic of",9770088780,50385060609145,Paid Search,Google,Marketo,2023-10-27,03:54:16,132,3,5,1,4,0,0,fakepage.co.uk/main
2076,"Rogers, Mercer and King",EU,Albania,4236322318,82297567168097,Direct,None,Known Visitior,2023-06-17,13:45:50,28,4,7,1,6,0,0,fakepage.co.uk/main
2077,Green and Sons,AS,Malaysia,2758767043,06368264354344,Paid Search,Google,IP Address,2023-07-26,20:27:14,117,1,2,1,1,0,0,fakepage.co.uk/main
2078,Martinez and Sons,EU,Isle of Man,1364241866,46186819230865,Paid Search,Google,IP Address,2023-01-20,17:51:56,155,1,2,1,1,0,0,fakepage.co.uk/boom
2079,"Madden, Johnson and Mcdonald",NA,El Salvador,2320709432,23913539427759,Paid Search,Google,IP Address,2023-05-19,03:26:47,53,1,2,1,1,0,0,fakepage.co.uk/main
2080,"Case, Hughes and Watts",EU,Austria,3644544936,26399666031614,Email,Newsletter,Known Visitior,2023-09-26,18:15:27,105,23,36,13,22,1,0,fakepage.co.uk/main
2081,Hill-Kidd,EU,Germany,4881531205,72642636884280,Direct,None,IP Address,2023-11-10,22:11:44,34,1,2,1,1,0,0,fakepage.co.uk/main
2082,,EU,Belgium,5071101460,37959713062291,Paid Search,Bing,IP Address,2023-09-03,11:34:33,38,1,2,1,1,0,0,fakepage.co.uk/boom
2083,"Robinson, Hansen and Mcconnell",EU,Åland Islands,0223980479,29083579939664,Direct,None,IP Address,2023-08-08,10:41:30,68,1,2,1,1,0,0,fakepage.co.uk/products
2084,Lane Inc,AS,Armenia,1641313280,87970625624044,Paid Search,Google,Known Visitior,2023-08-02,13:00:49,53,4,6,1,5,0,0,fakepage.co.uk/main
2085,,EU,France,0323081283,79046767574763,Paid Search,Google,IP Address,2023-07-26,23:18:53,37,1,2,1,1,0,0,fakepage.co.uk/main
2086,Jimenez PLC,AS,China,9206365251,78273872494258,Direct,None,IP Address,2023-05-10,09:09:03,34,1,2,1,1,0,0,fakepage.co.uk/products
2087,Hernandez Ltd,EU,Czechia,1078217082,24968623694852,Direct,None,Known Visitior,2023-01-24,22:36:48,60,2,3,1,2,0,0,fakepage.co.uk/products
2088,,NA,Saint Martin (French part),8903665713,67250376618013,Organic Search,Bing,Known Visitior,2023-02-26,21:03:26,21,12,14,3,10,1,0,fakepage.co.uk/aboutus
2089,"Richards, Mckay and Ellis",EU,Switzerland,4817493509,98609635455085,Paid Search,Google,IP Address,2023-01-11,11:42:58,111,1,2,1,1,0,0,fakepage.co.uk/main
2090,,NA,Dominican Republic,5247072361,70277974407195,Paid Search,Google,Marketo,2023-10-03,02:44:07,96,5,8,1,7,0,0,fakepage.co.uk/main
2091,"Williams, Rose and Russo",EU,Czechia,8864626451,42688142947639,Paid Search,Bing,Known Visitior,2023-12-11,10:33:21,68,2,3,1,2,0,0,fakepage.co.uk/main
2092,"Lara, Caldwell and Allen",AS,"Palestine, State of",0473659727,07263079078519,Organic Social,LinkedIn,IP Address,2023-01-31,02:35:42,114,1,2,1,1,0,0,fakepage.co.uk/main
2093,"Baker, Hudson and Parker",NA,Barbados,4501775489,18085374011889,Paid Search,Bing,IP Address,2023-02-18,07:54:44,140,1,2,1,1,0,0,fakepage.co.uk/aboutus
2094,Ramos-Sanchez,EU,Czechia,0179078154,77430332329390,Paid Search,Google,Known Visitior,2023-06-08,10:47:19,101,2,4,1,2,1,0,fakepage.co.uk/boom
2095,Howell-Moody,EU,Romania,0795473514,36221896717080,Referral,Partner-site,IP Address,2023-02-23,11:43:49,68,1,2,1,1,0,0,fakepage.co.uk/products
2096,Fowler Ltd,EU,United Kingdom,0438989993,02648367260967,Paid Search,Google,Known Visitior,2023-11-22,11:20:05,74,2,3,1,2,0,0,fakepage.co.uk/products
2097,"Patrick, Hunter and Johnston",EU,Portugal,8033522770,70741381892600,Email,Targeted Ad,IP Address,2023-02-19,19:48:12,76,1,2,1,1,0,0,fakepage.co.uk/boom
2098,"Terry, Rojas and Wheeler",EU,Sweden,1486620779,86401076712614,Paid Search,Google,Known Visitior,2023-09-23,11:52:39,161,3,4,1,2,1,0,fakepage.co.uk/products
2099,Hughes-Clark,EU,France,0819838673,36364269117608,Paid Search,Google,Marketo,2023-07-16,23:59:27,45,75,96,11,18,2,3,fakepage.co.uk/main
2100,,EU,Switzerland,3838454831,55944762780553,Direct,None,Known Visitior,2023-05-26,13:59:58,183,15,19,10,6,3,0,fakepage.co.uk/products
2101,,EU,Luxembourg,3613800969,36860425940225,Email,Targeted Ad,Known Visitior,2023-01-25,10:50:06,85,2,3,1,2,0,0,fakepage.co.uk/main
2102,,AS,Pakistan,8472504233,13361881319654,Paid Search,Google,IP Address,2023-04-19,18:52:58,72,1,2,1,1,0,0,fakepage.co.uk/main
2103,Brown-Williams,EU,Slovakia,7831814090,39543033402049,Email,Promo-Campaign,Known Visitior,2023-03-11,10:06:07,15,2,4,1,2,1,0,fakepage.co.uk/products
2104,"Villegas, Castillo and Gibson",EU,Malta,7710971103,16690054405305,Paid Search,Google,Known Visitior,2023-06-11,23:23:22,15,2,3,1,2,0,0,fakepage.co.uk/main
2105,,EU,Denmark,5122712231,34548544705556,Paid Search,Google,Marketo,2023-04-23,07:43:04,141,2,4,1,2,1,0,fakepage.co.uk/main
2106,Holmes Inc,EU,Bosnia and Herzegovina,4399077419,12722520033513,Paid Search,Bing,IP Address,2023-09-05,03:35:32,57,1,2,1,1,0,0,fakepage.co.uk/products
2107,,EU,Austria,8467169599,30962168515092,Paid Search,Bing,Known Visitior,2023-09-19,11:51:54,66,38,42,12,22,3,3,fakepage.co.uk/main
2108,,EU,Faroe Islands,0945587661,44991657714313,Organic Search,Bing,IP Address,2023-07-16,21:10:35,100,1,2,1,1,0,0,fakepage.co.uk/boom
2109,,EU,France,5903994595,54576337367695,Paid Search,Google,Known Visitior,2023-09-15,01:58:59,15,46,90,4,20,2,2,fakepage.co.uk/main
2110,Greene PLC,EU,Finland,9921639377,27115227475171,Direct,None,Known Visitior,2023-02-24,17:07:19,155,7,12,7,5,0,0,fakepage.co.uk/products
2111,Richards and Sons,EU,Åland Islands,8048178795,22524427463900,Organic Search,Google,Known Visitior,2023-11-01,02:09:52,32,2,3,1,2,0,0,fakepage.co.uk/main
2112,Warren-Mason,EU,Spain,3286318844,38498402571134,Organic Search,Google,IP Address,2023-06-15,20:07:37,52,1,2,1,1,0,0,fakepage.co.uk/main
2113,Floyd Inc,EU,Germany,2845520911,84276326420043,Referral,Otherwebsite_placeholder,Known Visitior,2023-05-10,04:58:49,120,14,16,4,11,1,0,fakepage.co.uk/main
